211.88710021972656,321.0
227.88461303710938,310.1153869628906
243.5,300.0
259.5,289.5
274.5,279.5
289.8793029785156,269.4310302734375
305.5,259.0
320.5,249.0
336.00823974609375,238.86929321289062
351.3212890625,228.9602813720703
366.33721923828125,219.3372039794922
381.6463317871094,208.96340942382812
396.47674560546875,199.47674560546875
411.53668212890625,189.85780334472656
426.7339172363281,179.71673583984375
441.3709716796875,170.5
455.85009765625,160.8824005126953
470.9166564941406,150.9583282470703
485.2272644042969,141.77272033691406
499.3860168457031,131.96632385253906
513.3689575195312,122.4384994506836
527.5,113.0
541.6434936523438,104.0509262084961
224.2260284423828,48.95205307006836
239.5,50.5
257.30828857421875,51.24110794067383
273.28765869140625,52.57534408569336
290.9366149902344,53.37323760986328
307.3395690917969,54.83689880371094
323.5,56.0
339.9295654296875,56.859153747558594
356.2852478027344,58.42617416381836
372.7799987792969,59.5
389.26190185546875,61.0
405.5,62.0
421.8488464355469,63.180233001708984
438.28765869140625,64.5616455078125
454.2803039550781,66.12843322753906
469.8333435058594,67.05555725097656
485.9869079589844,68.3010482788086
501.8513488769531,69.6891860961914
517.1902465820312,71.03982543945312
533.4771728515625,72.21827697753906
548.5,73.5
222.5487823486328,338.4573059082031
234.0806427001953,330.5
245.93959045410156,322.12591552734375
256.8222351074219,314.4159240722656
268.21490478515625,306.0368957519531
280.3776550292969,298.0265808105469
291.1481628417969,290.0
303.0423583984375,281.822021484375
313.8902587890625,274.40020751953125
325.5869445800781,266.5869445800781
337.0281677246094,259.05633544921875
348.38470458984375,251.25746154785156
359.8291931152344,243.89752197265625
371.5,236.0
382.17877197265625,228.8957977294922
394.5,220.5
405.5,213.5
417.03448486328125,205.89654541015625
428.7186584472656,198.29852294921875
439.82257080078125,191.0
451.1797180175781,184.00711059570312
462.0806579589844,176.5
473.5,169.0
485.26190185546875,162.26190185546875
495.899169921875,154.23739624023438
506.7671813964844,146.55343627929688
517.5248413085938,139.56997680664062
529.2619018554688,133.26190185546875
539.5,125.5
