322.5333251953125,0
309.781005859375,0
297.5,0
285.4334716796875,0
272.5,0
261.0,0
248.0,0
236.55422973632812,1
224.4265594482422,1
212.02503967285156,1
200.9571990966797,1
188.44117736816406,1
176.5,1
164.54530334472656,1
153.94143676757812,1
141.63450622558594,1
130.4499969482422,1
118.96542358398438,1
8.0,1
390.2469177246094,0
388.1729736328125,0
385.7524108886719,0
384.2301330566406,0
381.6757507324219,0
378.98028564453125,0
377.0,0
370.1092529296875,0
367.2872314453125,0
365.27777099609375,0
362.93341064453125,0
359.7989807128906,0
358.0504150390625,0
355.4044189453125,0
352.5,0
350.40020751953125,0
348.1643981933594,0
344.6283874511719,0
342.3716125488281,0
340.0,0
